returns,last
"[-138016.63673562277, -138020.2965205064, -137681.80599599995, -137815.92408847075, -137717.50249209933, -137914.67565602495, -137713.69535432704, -137875.42841166933, -137652.33652632518, -137487.11614325878, -137784.15049242802, -137744.2748328118, -137871.74676143815, -137719.1668155878, -137922.1172348766, -137859.65201264882, -137802.64769331322, -137862.1464363552, -138050.61731732858, -137842.80808389487, -137685.12025595957, -137955.6078915849, -137992.33595098782, -137624.39932067378, -137741.76609841466, -137618.70572683247, -137823.2972549018, -137771.32389354048, -137713.43491940055, -137867.19532307243, -137803.11604286995, -137740.39979874878, -137926.65020330518, -137532.19171298677, -137977.81252150345, -137515.5633938338, -137742.4993158813, -137659.2666260752, -137625.1658468218, -137758.41081394773, -137625.56461473214, -137694.3387016365, -137750.5079193859, -137815.16820928408, -137872.5060210187, -137820.5834201267, -137665.11765270663, -137986.60295704324, -137727.02991566109, -137817.77241055973, -137888.59282267408, -137709.29663119416, -137759.92008381427, -137936.94390525974, -137916.52370677746, -137705.4773925243, -137647.9161206837, -137872.54719840828, -137674.18366306933, -138037.5906643873, -137677.46347007414, -137927.10447893097, -137655.45594273193, -137821.90734600474, -137940.80951328503, -137934.76241467183, -137867.1692375222, -137461.76942586878, -137785.2921818127, -138040.50061774423, -137791.0566524231, -137629.90397959593, -137823.94653755336, -137697.70080357092, -137948.6825434887, -138073.6124351279, -137969.779917589, -137744.74918733633, -137687.2738358705, -137713.90711692805, -137822.558704384, -137868.3653717496, -137798.09761337342, -138015.91604831352, -137708.80196595227, -137981.72448586614, -137823.46934611496, -137836.75441726285, -137838.38128046828, -137921.99586438586, -137655.40121848427, -137785.81758538558, -137887.95898883455, -137794.6520123909, -137874.12005491822, -137654.06047313823, -137817.93797167638, -137623.41901507613, -137863.4037589982, -137716.78384419286]",-137716.78384419286
"[-137746.34578357128, -137669.9381448218, -137819.12312777914, -137769.17164085654, -137797.4525434263, -137585.5714282142, -137976.68292746964, -137682.69794045272, -137713.29262909899, -137890.6513851244, -137745.65170785194, -137791.71568451443, -137719.93614355335, -137814.09765333342, -70622.9981506695, -66051.40912034387, -51156.9787452088, -44929.96745974018, -39042.48546950021, -27290.173712049273, -23832.007222846023, -20398.697771207415, -17729.867104805267, -15362.348727992283, -13938.950621271986, -12888.008354624824, -12058.338357804785, -11412.57284222469, -11150.871755526354, -10892.519076549077, -10582.71441469894, -10186.414627033051, -9999.012444756425, -9833.72052349052, -9576.502619155035, -9619.073267568001, -9567.640820555573, -9562.540740703025, -9588.734759802024, -9553.298980720801, -9561.570698722975, -9531.977113602843, -9550.308114916397, -9625.088711957527, -9626.630817689696, -9663.799319938498, -9627.66187552039, -9662.867196345263, -9595.959004319302, -9625.586266389737, -9585.039400466161, -9573.53698216267, -9501.787166840355, -9565.891132716506, -9578.752541929436, -9581.27818053696, -9580.598529135317, -9576.538755371897, -9575.543231261332, -9564.545591832999, -9576.685596618194, -9571.203318522465, -9584.716025071437, -9587.965132354086, -9441.062359948035, -9388.23758337155, -9372.87980901255, -9254.477127779153, -9314.013458155669, -9236.611345678464, -9196.906591203922, -9153.602942013275, -9077.76314856624, -9053.77921141343, -9050.316814468459, -9014.250399331871, -8969.943577882403, -8944.646012631683, -8917.48418204452, -8974.930973724158, -8955.488005183714, -9039.168427220315, -8862.514349331348, -8993.596632225132, -9323.860651456627, -9318.564401748712, -9369.831668202287, -9344.53318841541, -9359.819787554432, -9331.030226519277, -9344.099696744619, -9311.502313305124, -9328.473769669714, -9327.4212655921, -9314.160608029448, -9281.121836679147, -9291.489763134536, -9278.557440698632, -9309.855937407516, -9322.435993490213]",-9322.435993490213
"[-137721.97503672325, -137710.4465665258, -137781.0816321492, -137613.76179196, -137705.2028174632, -137895.9264026836, -137853.79503019855, -137784.04435294002, -137838.06179982412, -137553.56546323918, -137803.87688676242, -137610.29432843075, -137807.77079305396, -137783.09747330606, -137895.37145319118, -137835.9027600329, -85384.61563482249, -70122.8406709776, -62321.09944398661, -47579.75845018427, -41863.9723848235, -27322.44328036952, -21245.847224755555, -18510.572596315706, -16672.382188241885, -15469.777782168083, -14351.537564836999, -13308.974909609498, -12718.352020435117, -11932.543037380823, -11328.046358783617, -10812.723034149176, -10221.72840440392, -9888.097917352994, -9649.002050560382, -9303.723194502702, -9207.807356273532, -9256.276965663183, -9222.82539331051, -9188.640909950425, -9069.155966602017, -8799.887577332154, -8806.882672957428, -8797.307711439333, -8786.55477840688, -9090.853128930707, -9128.40617800564, -8702.994706793084, -8849.698005762062, -8684.406300840445, -8736.120927537471, -8728.07107088431, -8754.810776900598, -8847.172799241749, -8801.733034093275, -8790.980237762093, -8838.398874224, -8850.312826968111, -8980.443248483867, -9009.327815281611, -9051.798481733238, -8964.438579489164, -8958.474663098112, -8997.47741918298, -9026.227412712684, -9046.59665196012, -9116.515271051334, -9105.198001082988, -9131.536167852173, -9077.871150554796, -9111.050695554306, -9089.367772844445, -9054.3589215274, -9440.698996987729, -9196.270337901477, -9242.146153841546, -9259.090712711633, -9247.974182488346, -9244.533336300337, -9216.088834885644, -9236.125091660102, -9255.822925302215, -9237.249247963011, -9248.10772443471, -9250.938227083654, -9239.536587776776, -9250.027972008658, -9219.56873692053, -9238.923792918798, -9225.475357831114, -9221.29574547053, -9183.290619131132, -8944.200861676567, -8950.938986923142, -9255.624357853192, -8933.667319184642, -9971.22682352994, -9095.997401670536, -9978.983459503701, -9119.483976840513]",-9119.483976840513
"[-137809.57120773548, -137830.7824865753, -137702.32619660124, -64865.82684963453, -43831.91930288904, -30443.721074726556, -22899.542198625124, -17922.036062648833, -15435.277061389892, -14021.676495069092, -13001.47889089164, -12474.885086787264, -11906.218820091459, -11656.247966609762, -11387.287145343722, -11247.639129353909, -11201.904425643359, -11056.276572731593, -10899.335308790436, -10940.804206606657, -10712.612476326378, -10563.749425433025, -10496.531990885007, -10361.314282733116, -10314.607893870929, -10265.826364177356, -10362.383719717993, -10219.838211697284, -10179.479431597772, -10210.865808756816, -10153.232346904157, -10196.521333514569, -10149.372237088868, -10095.475607439721, -10102.896108326004, -10060.469631696891, -10162.733628189673, -10151.653423586533, -10116.46587039984, -9981.633642259216, -9824.636310685037, -9690.333119868712, -9342.4121814594, -9262.806931570936, -9422.190417481352, -9083.231994768603, -9397.359741494878, -9386.0933998697, -9391.21828965832, -9339.397050806587, -9340.98421650883, -9314.427096234083, -9319.306075109334, -9305.812618403163, -9448.80049647619, -9418.084756039498, -9427.577644901647, -9405.620336255304, -9470.978135111904, -9314.171721744804, -9334.594197058888, -9410.660397855, -9356.021587447005, -9405.901178432716, -9365.822486062427, -9396.172609575344, -9393.285527904627, -9342.325705663672, -9402.132115234854, -9508.90418429939, -9442.766176805479, -9481.159716374532, -9403.197032462167, -9429.82792427665, -9362.682481455397, -9389.224248486804, -9386.561250542112, -9432.753181665055, -9445.229376364434, -9451.538289867116, -9330.773880321303, -9391.06250897547, -9387.925916464928, -9406.568527728792, -9467.831041634954, -9434.695171348842, -9385.119256059332, -9397.725182097432, -9367.79274929947, -9323.104182303734, -9280.895903253086, -9341.514617489936, -9277.48420894599, -9267.216008544614, -9310.190984824896, -9237.551804354942, -9192.303091955093, -9266.207632500778, -9389.359175021205, -9335.555521357277]",-9335.555521357277
"[-137797.71328459855, -137862.3882247674, -137952.01000310335, -137473.6524290422, -137739.06744898626, -138008.6865342912, -137775.37158575706, -137841.92932001004, -137809.74837973752, -137559.51447881907, -137645.52315017986, -137647.25291312562, -137894.31231368784, -137887.75064415834, -137688.928185555, -137738.3578838242, -137869.48224386756, -137912.8389005901, -137879.7883068228, -137865.93194323307, -137795.41275577093, -137784.75316010776, -137966.3397024092, -137925.58712918306, -137868.57200128672, -137904.87467114, -137841.21595722064, -137895.51804366798, -137390.31496193926, -137933.36140327845, -137584.602340584, -137728.2759042113, -137924.9233082093, -137814.8285882087, -137801.01849357496, -138155.48611016394, -137604.32550094824, -137695.51503808907, -137969.45245567252, -137818.80797526726, -137738.59177695456, -137909.30683024222, -137915.1735942838, -138000.78521041575, -137684.15694698071, -137971.2012395635, -137750.6117374824, -137860.717318034, -137825.9390547466, -137725.16947952338, -137949.57383283394, -137761.17588348433, -137835.770853801, -137941.7159325865, -137918.3450587011, -137890.34520887994, -137824.43631997265, -137794.84573738617, -137739.84373696853, -137876.91102551218, -137812.79573022277, -137769.45586434248, -137901.91640038733, -137709.89097151734, -137976.5556371046, -137825.42400032884, -137778.38405165813, -137628.626293562, -137888.76772750262, -138011.56473974354, -137861.84793035866, -137868.28649800053, -137873.8100983491, -137879.7339014094, -137852.1619077449, -137882.13829213716, -137769.54370797004, -137711.8829830861, -137602.95480566792, -137929.56620639187, -137689.8735170749, -137877.6535525967, -137766.81474843287, -137703.49611530942, -137832.02617205842, -137790.24781077585, -137757.45375872144, -137925.7444298201, -137593.5805226728, -137645.1302718876, -137813.22072403037, -137613.42086109752, -137547.40204577593, -137719.6267570262, -137847.45090746737, -137844.12334646285, -137806.49580320533, -137779.45989764063, -137971.29763833276, -137872.02589579887]",-137872.02589579887
"[-137922.89520473883, -137691.192362216, -137859.4682596039, -137851.70905036223, -137587.51697677252, -137682.8537326206, -137916.3440708328, -137750.14379350562, -137779.2450144557, -137769.91905936867, -137712.95365400898, -138031.69250815074, -137769.27643603733, -137807.44066139427, -137690.61932641995, -137785.9385020298, -137684.442051088, -137728.60877219762, -137484.50576176195, -137953.78761633538, -138111.65009528646, -137695.49919920272, -137643.40684149615, -137730.86984564236, -137783.34978228627, -137597.07617345024, -137810.22268514885, -137880.75976164755, -137723.7227975885, -137842.522775027, -137845.4637476459, -137848.49722424426, -137747.75650073227, -137600.41294232156, -137521.25722653727, -137917.06213746557, -137665.3644806982, -137740.46043689104, -137588.2429511884, -137996.7370462308, -137846.2899047223, -137934.0555032044, -137903.1846538199, -137783.34771356633, -137649.96102704998, -137833.0157475944, -137902.93586239757, -137772.1857465222, -137864.61126925724, -137840.02986781957, -137992.5431380591, -137857.7540759454, -137750.18665821652, -137776.00546139243, -137829.84283730225, -137686.39783452364, -137895.5219565677, -137760.6929093661, -137751.4975147636, -137748.95826899703, -138007.0435427335, -137974.36472086617, -137817.3945528201, -137902.24008510847, -137800.01820549482, -137781.54824011095, -137744.76782944147, -137726.37841349255, -137808.95661387366, -137918.69058924608, -137622.28730663977, -137731.13244965288, -137621.43493905116, -138030.20934681676, -137815.3274749359, -137703.88516555977, -138047.17338062584, -137657.80979207606, -137775.09763746345, -137690.33288169367, -137806.21107409903, -137834.60041876519, -137767.04594080456, -137724.79199408807, -138156.7428073358, -137591.5513734856, -137823.17339451856, -137784.22477638823, -137967.29961830867, -137519.27028689833, -137640.48251998558, -138125.43618478853, -137786.08029671546, -137874.01748164275, -137680.4292634847, -137640.43910250565, -137817.0049366043, -137807.69210338054, -137833.41424519563, -137961.96200299755]",-137961.96200299755
"[-137660.4455423206, -137695.85998650797, -137813.4469790987, -138009.06574378323, -67289.90037983668, -56032.66172291126, -39542.11755237149, -28518.200227457302, -19355.599106076897, -17969.55687323776, -19063.590066629527, -18157.332193624316, -19487.067528459622, -19507.82159932668, -20397.20500793627, -20561.60215060727, -21561.67107312288, -22799.713190967905, -24865.32137050674, -26423.735890112566, -27186.839693594928, -30302.724388077208, -32372.179435499493, -34322.24562552694, -35341.27875071815, -37525.79249790759, -38093.34467045683, -41164.16442763381, -42656.189737206594, -45799.047848067, -45644.71433104168, -46448.28944956028, -46597.77493172902, -50085.679968139, -50474.65011102454, -54701.1552499668, -54280.926300446794, -52531.014420053, -55973.10781944929, -55296.708120783725, -55608.96927414949, -60243.818524042785, -60116.2361381707, -54839.302755621284, -57749.52684127894, -58031.075923414224, -58904.33552172563, -58941.867417809044, -61061.10153879525, -58772.63179412995, -63641.4125172484, -59310.668979778355, -61208.13748659361, -58571.437294005744, -59115.2691092046, -61402.173871933155, -60674.44595818629, -60903.85889099718, -62037.32637665461, -62173.07634765435, -62483.43378909902, -62986.94145850618, -54558.69024139303, -49564.24009118582, -47268.37042158407, -45630.62817865978, -43761.9274803064, -43514.410236726086, -52064.87128672751, -36926.8054512178, -30849.523528486894, -28882.759908323413, -24656.76509504559, -23043.394192106738, -21611.324810446717, -20300.127506606455, -24461.934644908717, -80828.89694477443, -30320.85265490785, -25401.560748644537, -23246.744260529882, -20966.005516722533, -19377.575922339132, -18741.209839956216, -18425.536905591984, -16544.944063276474, -16352.063734664462, -15827.62670477553, -14302.929454815552, -12595.977571778221, -12289.192030826824, -12130.791523783722, -12318.409833539432, -12827.42601768773, -13055.508579807343, -12870.146086907038, -13119.16715530263, -14137.67214881062, -14995.118833073413, -15360.246967019224]",-15360.246967019224
"[-137708.17690730598, -137900.7991575013, -137677.22874703427, -137950.38790028472, -44493.118754940704, -32167.69374906612, -23451.129624344936, -17749.387406532773, -13015.432018255608, -17639.93580557103, -26258.18943202318, -35330.53379397964, -47929.723927845494, -63211.59147259211, -65940.53448891686, -82676.40118769907, -89213.9047691797, -96318.48417497636, -100640.18770838219, -104240.70235929577, -107790.67802573013, -111604.8217685839, -115441.15437409622, -118929.37604243052, -122504.01329269979, -123731.7658077981, -137662.06587422852, -137700.5281516465, -137754.59526759133, -138008.63210866804, -137920.0250211048, -137826.37689262492, -137749.15331543484, -137701.7943596889, -137837.51603789258, -137621.79485417393, -137757.74049847267, -137650.06973168638, -137782.12042847247, -137892.71460613055, -137800.39515183168, -137922.83724223418, -137771.05223398254, -137919.06384475087, -137924.44906303214, -137812.00664265058, -137897.55120160588, -137600.446347999, -137511.73726784863, -137611.29383878643, -137544.4502883265, -137869.13493146127, -137581.84753096465, -137656.29295770332, -137971.4804764934, -137730.41076803225, -137863.84170561, -137628.47112777428, -137787.91431320575, -137850.51330151697, -137733.16050221256, -137761.52224603252, -137663.85898428972, -137788.00797674202, -137701.28626603654, -137852.44441927748, -137950.9023006846, -137757.8085520958, -137648.75467050963, -137729.78747989165, -137757.32276300466, -137876.29713821338, -137636.63854286307, -137876.09146471496, -137840.15203671466, -137903.85340648182, -137977.83350293047, -137892.16986028125, -137801.2100595831, -137720.32193299572, -138080.83746914333, -137914.08977426006, -137737.6355616294, -137735.01074663567, -137940.0699416283, -137780.23604712656, -137629.6288601731, -137912.01149907385, -137574.98762741737, -137589.04516504167, -137620.1041070128, -137929.94551277917, -137953.49940350512, -137744.0709503016, -137827.65640027483, -137870.87230932192, -137587.4815826757, -137959.36741757955, -138014.55593434724, -137900.23247646453]",-137900.23247646453
"[-137974.6697283572, -137813.95282298332, -137793.11872105484, -137830.00649743748, -137765.35225054115, -137755.21755802326, -137908.25677834242, -137687.38135059687, -137915.14170399524, -137976.25350352222, -137994.8324253559, -137732.77608867135, -137584.27190024382, -137785.37213303798, -137893.905868474, -137729.43387128977, -137848.85077102395, -137506.58155151698, -137636.37465632302, -137738.90884961086, -137977.20237481198, -137874.84549954228, -137740.20385574113, -137668.71948912254, -137711.360210617, -137613.96594593726, -137867.73397668684, -137772.7511615961, -137956.1071291931, -137744.6110690094, -137788.77597794487, -137764.3491993247, -137862.1233916919, -137930.8173886095, -137498.15007942086, -137727.91387350092, -137754.29699012992, -137825.94366008017, -137819.66505496844, -137763.3834390931, -137778.19835626672, -137852.95485372574, -137800.84635204775, -137837.03061338598, -137733.47973595335, -137713.50712333678, -137759.41071521814, -137862.64916869916, -137913.47343491967, -137911.22943006182, -152991.91880504653, -109418.51767216518, -85951.93221737222, -83832.91445626695, -99595.48625087165, -93601.42607016879, -84981.36071660783, -79915.57590483432, -75150.25232471229, -23375.04135650982, -14783.055849214337, -14622.206999463733, -14156.881173937407, -14402.36175846758, -14639.452139675415, -14827.161048905213, -14742.232663579558, -14849.128721045947, -15594.338733306364, -15812.391427535436, -16985.752487925525, -19832.503880965374, -22936.713834445753, -31568.70700335756, -32612.27262720475, -32025.18816405561, -36108.25004891434, -34576.27818437499, -36741.48394487902, -42772.44034346329, -44687.287802640756, -47599.67206534507, -56738.64418240292, -57237.34238836772, -55661.080096191945, -57619.87596255243, -68148.11234774464, -65132.05595494076, -71221.21776603363, -73107.69903171074, -91928.35362762581, -83456.57242130241, -90477.62306562476, -102970.83538002877, -102818.48192386265, -104718.10570904185, -107481.77920038257, -109019.16897425345, -109666.2975703014, -111362.59821486588]",-111362.59821486588
"[-137719.99777470235, -137692.60752068192, -137626.16854676342, -137870.3435169786, -138047.52220068962, -137736.39499975005, -137822.85921325258, -137899.94855699092, -137772.89100689886, -137950.91209190516, -137809.52099215947, -137650.79448515413, -137772.89565422255, -138065.6666512511, -137800.8447136508, -137821.88814139296, -137796.19652128074, -137761.88155699737, -137520.1590048222, -137591.1682626539, -137996.31722162862, -137720.66538109005, -137631.76005536606, -137871.93497878185, -137952.04287411383, -137941.69334565467, -137785.39187081985, -137942.37334664687, -137695.55299291675, -137862.298551788, -137664.54243639426, -137758.77782371946, -137753.90530016544, -137859.0765193704, -137813.83123425557, -137734.5369143488, -138040.19200555122, -137711.51905602013, -138022.9862415518, -137845.11372630726, -137664.75988121564, -137813.05481215965, -137916.7162418914, -137954.63717242013, -137873.91400342862, -137931.19214578872, -137704.22011264524, -163685.27009145028, -69750.7719909752, -68725.57037189156, -100379.15646276472, -911012.1912665406, -1.022545884957493e6, -1.0979595407762767e6, -1.287390892593772e6, -1.795942128032332e6, -2.0542713637387261e6, -8.144031112601106e10, -8.937893500685889e12, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]",NaN
"[-137870.97810391505, -137579.14462925095, -137806.4411141095, -137661.70704814617, -137821.31007274747, -137729.3379064473, -137858.66921451237, -138184.09176642535, -137690.24928140393, -137793.44344586416, -138160.84834668285, -137897.64668074812, -137735.28973428998, -137766.56197056736, -137861.57289273024, -137596.93002918956, -137818.15491712993, -137780.29716203708, -137764.58573562966, -137856.4599703791, -137855.98312326742, -137775.74851378743, -137752.66926995316, -137356.71558794638, -137808.10535993648, -137666.17941691508, -137835.95934586236, -137754.1674845386, -137951.2284141104, -137823.13399336147, -137703.38818899932, -137631.97413784644, -137798.95378996988, -137927.43725292417, -137718.35636014646, -137881.7141167081, -137922.96005327138, -137666.5882660706, -137805.21522352568, -137786.90503635744, -137983.83210247807, -137880.99451860687, -137756.72298982716, -137844.6603081018, -138078.85761008292, -137871.0781545527, -137793.97764409773, -137986.52940269728, -137856.3003689757, -137786.52918746695, -137958.86888046542, -137824.92705640857, -137726.03769805058, -137923.53816104055, -137807.22394566744, -137817.46872790557, -137853.73324928957, -137822.68640512184, -137812.39557490207, -102294.04494728328, -116400.4735177492, -108775.29293205477, -156661.04955588258, -146640.47426862744, -170073.1480575216, -290899.6060876152, -1.5162846300932635e7, -1.8279152472619385e7, -1.9983200479996193e7, -2.0691263050680168e7, -2.1159092269308392e7, -1.483966977830455e12, -7.463674297935918e14, -2.2446699320640028e16, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]",NaN
"[-137839.86317789418, -137672.00665294885, -137713.2868046525, -137562.14921463662, -137907.98449868735, -137538.44654186387, -137932.73877250808, -137748.74354452794, -137762.10676437395, -137738.96204885177, -137718.63082455104, -137845.9046861466, -137717.23467917758, -137980.09670961645, -137560.69274053088, -138040.6289768021, -137731.617320141, -137572.8273993185, -466688.1839874302, -54532.30578675061, -32462.946805083924, -26880.398808926155, -23046.29004279628, -19294.401474952345, -16534.03237075858, -14726.765566154801, -13351.648627260358, -12378.201751045013, -11790.394286859984, -12139.745871548108, -14097.955607472948, -17329.38163307148, -25517.79342899747, -30903.681965248954, -35892.85808761807, -44263.4858408217, -47803.696725943875, -51928.24581371198, -54556.002403514576, -68911.61062589764, -73807.62855907108, -83232.77168282539, -86017.89618339465, -88649.25815994201, -89898.57621409904, -95309.00006914015, -97113.88562029913, -98927.17039449743, -100847.10860142065, -102440.01364917053, -104206.25387105228, -105360.94988504119, -107239.43919843638, -109064.20343612928, -109347.00769346725, -112266.37056959565, -114157.28887096977, -115790.01169764272, -117286.06820140968, -118282.08880357708, -119969.17295853484, -121977.98728455107, -122056.94687297179, -123234.72918725315, -125096.62328242448, -127548.4321917063, -125762.42549081556, -120452.39404629525, -126141.6928584433, -123512.68687384037, -124703.57488139917, -122754.58059928176, -136678.37442529068, -137718.40628989085, -139755.95823617792, -140379.68541281298, -141221.04297065886, -140619.01344687823, -143625.3076309619, -145375.1144664342, -146386.54166320706, -147523.69215264212, -144913.15830412757, -150226.56852082314, -151102.29336249476, -151845.88410843612, -152815.19844853829, -154859.34233901807, -155813.75489563018, -156720.47438019072, -155257.1686512827, -156895.04138358345, -158322.41010471733, -156977.63992199724, -160930.23628298403, -161852.27055718284, -163186.95232279896, -158990.8226314427, -50549.06144386702, -37695.67477471217]",-37695.67477471217
"[-137883.73162112533, -137743.05102348104, -137796.10035749193, -137781.0368153584, -137726.45096460928, -137962.4539726096, -137687.62224773766, -137901.55190849985, -137799.59305342403, -137868.24269120547, -137851.26683741264, -137817.38943249997, -137770.08631784806, -137507.82713820704, -137834.77363402685, -137833.05314128642, -137857.9185666061, -137687.58220295867, -137946.15531851607, -137794.72006981456, -137799.54227227243, -137839.5553674808, -137617.87271957655, -137785.3773083354, -137874.8951248546, -137888.5085642061, -137703.57329378612, -138058.79071604888, -137675.0926863979, -137938.56126452045, -137629.83913766712, -137800.03371707484, -137892.63662813284, -137807.1109424376, -137836.20318341767, -137649.91197235978, -137834.9379218938, -137845.86959129377, -137636.96641033192, -137646.2841662839, -137679.41063748597, -137528.48494744187, -137895.3063123566, -137785.24797957405, -137625.3202027332, -137741.75875511093, -137951.09668121312, -137822.34485841283, -137996.83572506442, -137946.54105022826, -137798.45013593487, -137902.7108382021, -137677.31983274364, -137832.84736882697, -137860.088776399, -137881.06229790032, -137843.17038889884, -137958.93727030128, -137991.37286041465, -137762.60526246793, -137659.11434516593, -137661.53274166558, -137961.94088458584, -137731.44823529033, -137895.03931911787, -137756.36280943596, -137827.42679059957, -137798.06212404746, -137893.73197437305, -137982.22943640233, -137835.35905563322, -137914.76067505026, -137782.69508655355, -137927.4206131558, -137717.26614599372, -137788.08373300836, -137843.49659222452, -137903.9173305053, -137754.96370776338, -137752.04999838307, -137912.14692326338, -137839.62368041687, -137994.18681923623, -138001.1117332381, -137953.70972161036, -137839.13280052572, -137841.51582015905, -137774.525790905, -137913.46816762703, -137845.3920403903, -137826.99579506362, -137705.20647287238, -137863.69618849843, -137665.8992565401, -137812.54962282276, -137601.89146892485, -137920.2817664585, -137672.35737458357, -137899.94510949941, -137949.18966392442]",-137949.18966392442
"[-137983.92287251118, -137863.35344831512, -137914.1157164565, -137745.97619110398, -137761.41765450808, -137834.65340208085, -137616.23228095472, -137752.06870680372, -137930.80169167815, -52667.48102803629, -43544.54585506631, -23857.49719763841, -16605.532159552753, -17552.691511539393, -20603.815296472072, -30508.63374167696, -39566.86917474211, -50824.88748925898, -54477.2076856955, -57106.12832444707, -83897.95543082389, -84358.41513841122, -87128.85266150703, -90643.10884824686, -92094.23758940854, -94117.80132195762, -95052.14198260925, -97400.19999018671, -99079.58518859453, -100650.7438692365, -102563.95725783451, -104200.83547565757, -106175.27619874371, -107466.837765273, -109660.55341993229, -111448.53997006537, -113155.62360256386, -114629.63615465259, -116432.30866059786, -118086.35630851556, -119668.20469403337, -121073.56292446902, -121926.31558803357, -124168.51412349084, -125904.98002053075, -128351.75239999653, -129889.98084102008, -129394.5375019536, -129819.86566227087, -127718.53801675075, -137956.71780055237, -137534.19396101224, -137940.4033776454, -137842.41845006484, -137879.81323258783, -137853.8165779023, -137956.03759966372, -137710.85310883724, -137971.34123334684, -137783.75514986, -137849.3132643425, -137843.83365161633, -137764.73133950113, -137713.00923235997, -137828.8777212865, -137804.91529616478, -137457.68078873135, -137970.82824714112, -137840.8550965691, -137792.86166660322, -137873.98317349225, -137848.33665974936, -137730.72491637155, -137789.86386671299, -137692.10823995623, -137681.65461935534, -137966.3134629015, -137859.1851657647, -137521.34241823864, -137623.31293240646, -137838.27485392772, -138050.74445807288, -137938.71963334308, -137482.0335843448, -138145.17003844408, -137961.41757092034, -137736.98414946967, -137632.9942887893, -137799.14512180115, -137856.89788339916, -137740.94340039752, -137935.67437000977, -137856.34425479514, -137713.73609473358, -137848.35713996855, -137948.64307451347, -137905.05971120368, -137626.00825298287, -137820.46400843185, -137992.09070465222]",-137992.09070465222
"[-137876.6844254331, -137900.4682394849, -137953.2989105518, -137699.02586054386, -137618.9641794053, -137926.61001532094, -137745.77378388535, -137870.47856171094, -137728.6631245922, -137801.85835462523, -137793.41769747957, -137920.99059614402, -138095.09370388705, -137868.46334364923, -137692.68631569296, -137748.8323602759, -137721.73790285186, -137938.87953521006, -137883.032508973, -137846.19503551655, -137722.34590456562, -137801.68192799704, -137700.35560202168, -137987.6690937329, -137902.56361744442, -137912.7446577563, -137820.29702401513, -137943.0492728472, -137875.1960175941, -137718.34768881238, -137786.3307743917, -137912.13949492117, -137552.46113252072, -137570.24104263057, -137808.1373693592, -137801.892368551, -137575.3577724109, -137519.35458496335, -137886.91863465318, -137714.36604218357, -137837.97951346074, -137830.89101025971, -137623.9012539475, -137646.38143888107, -137612.02659655595, -137753.49652645615, -137567.204959922, -137790.33447155598, -137526.2092356671, -137712.40004282733, -137886.29056239603, -137767.14051289507, -137506.4760804166, -137732.95524260707, -137833.74760557126, -137728.11086962308, -137991.0564633291, -138071.95730556667, -137778.8824511081, -137641.54916724685, -137807.14998136976, -137577.3909428371, -138214.99535174505, -137649.6957801845, -137802.97936600298, -2.4703465758716767e6, -97686.74053079693, -89118.03899277754, -84063.68859930645, -141834.8040786481, -137733.45460008524, -137895.5205595783, -137709.8223985136, -137727.15719951718, -137872.97758698292, -137723.16094117987, -137810.7243921951, -65903.3490338066, -44503.51257175426, -31683.63019090511, -23429.388463881052, -21163.002952954495, -18996.88551627317, -17084.89418292658, -15311.608828800545, -14327.949261809752, -13460.12433435327, -13131.263671057834, -12562.511299477126, -12385.74030345671, -12053.685354993127, -11774.03707416869, -11513.23778059323, -10540.844222016074, -10216.309007353022, -10583.361296091989, -11637.176113223673, -12402.249520624577, -12498.399963788941, -12057.405256066533]",-12057.405256066533
